station,month,year,value
CRRI Mathura Road,Dec,2016,1
CRRI Mathura Road,Jan,2017,0
CRRI Mathura Road,Feb,2017,0
CRRI Mathura Road,Mar,2017,0
CRRI Mathura Road,Apr,2017,0
CRRI Mathura Road,May,2017,0
CRRI Mathura Road,Jun,2017,0
CRRI Mathura Road,Jul,2017,0
CRRI Mathura Road,Aug,2017,2
CRRI Mathura Road,Sep,2017,25
CRRI Mathura Road,Oct,2017,31
CRRI Mathura Road,Nov,2017,13
CRRI Mathura Road,Dec,2017,0
Lodhi Road,Jan,2011,0
Lodhi Road,Feb,2011,0
Lodhi Road,Mar,2011,0
Lodhi Road,Apr,2011,0
Lodhi Road,May,2011,0
Lodhi Road,Jun,2011,0
Lodhi Road,Jul,2011,0
Lodhi Road,Aug,2011,0
Lodhi Road,Sep,2011,0
Lodhi Road,Oct,2011,0
Lodhi Road,Nov,2011,0
Lodhi Road,Dec,2011,0
Lodhi Road,Jan,2012,0
Lodhi Road,Feb,2012,0
Lodhi Road,Mar,2012,0
Lodhi Road,Apr,2012,0
Lodhi Road,May,2012,0
Lodhi Road,Jun,2012,0
Lodhi Road,Jul,2012,0
Lodhi Road,Aug,2012,0
Lodhi Road,Sep,2012,0
Lodhi Road,Oct,2012,0
Lodhi Road,Nov,2012,0
Lodhi Road,Dec,2012,0
Lodhi Road,Jan,2013,0
Lodhi Road,Feb,2013,0
Lodhi Road,Mar,2013,0
Lodhi Road,Apr,2013,0
Lodhi Road,May,2013,0
Lodhi Road,Jun,2013,0
Lodhi Road,Jul,2013,0
Lodhi Road,Aug,2013,0
Lodhi Road,Sep,2013,0
Lodhi Road,Oct,2013,0
Lodhi Road,Nov,2013,0
Lodhi Road,Dec,2013,0
Lodhi Road,Jan,2014,0
Lodhi Road,Feb,2014,0
Lodhi Road,Mar,2014,0
Lodhi Road,Apr,2014,0
Lodhi Road,May,2014,0
Lodhi Road,Jun,2014,0
Lodhi Road,Jul,2014,0
Lodhi Road,Aug,2014,0
Lodhi Road,Sep,2014,0
Lodhi Road,Oct,2014,0
Lodhi Road,Nov,2014,0
Lodhi Road,Dec,2014,0
Lodhi Road,Jan,2015,0
Lodhi Road,Feb,2015,0
Lodhi Road,Mar,2015,0
Lodhi Road,Apr,2015,0
Lodhi Road,May,2015,0
Lodhi Road,Jun,2015,0
Lodhi Road,Jul,2015,0
Lodhi Road,Aug,2015,0
Lodhi Road,Sep,2015,0
Lodhi Road,Oct,2015,0
Lodhi Road,Nov,2015,0
Lodhi Road,Dec,2015,0
Lodhi Road,Jan,2016,0
Lodhi Road,Feb,2016,0
Lodhi Road,Mar,2016,0
Lodhi Road,Apr,2016,0
Lodhi Road,May,2016,0
Lodhi Road,Jun,2016,0
Lodhi Road,Jul,2016,0
Lodhi Road,Aug,2016,0
Lodhi Road,Sep,2016,0
Lodhi Road,Oct,2016,0
Lodhi Road,Nov,2016,0
Lodhi Road,Dec,2016,0
Lodhi Road,Jan,2017,0
Lodhi Road,Feb,2017,0
Lodhi Road,Mar,2017,0
Lodhi Road,Apr,2017,0
Lodhi Road,May,2017,0
Lodhi Road,Jun,2017,0
Lodhi Road,Jul,2017,0
Lodhi Road,Aug,2017,0
Lodhi Road,Sep,2017,24
Lodhi Road,Oct,2017,31
Lodhi Road,Nov,2017,13
Lodhi Road,Dec,2017,0
Aya Nagar,Jan,2011,0
Aya Nagar,Feb,2011,0
Aya Nagar,Mar,2011,0
Aya Nagar,Apr,2011,0
Aya Nagar,May,2011,0
Aya Nagar,Jun,2011,0
Aya Nagar,Jul,2011,0
Aya Nagar,Aug,2011,0
Aya Nagar,Sep,2011,0
Aya Nagar,Oct,2011,0
Aya Nagar,Nov,2011,0
Aya Nagar,Dec,2011,0
Aya Nagar,Jan,2012,0
Aya Nagar,Feb,2012,0
Aya Nagar,Mar,2012,0
Aya Nagar,Apr,2012,0
Aya Nagar,May,2012,0
Aya Nagar,Jun,2012,0
Aya Nagar,Jul,2012,0
Aya Nagar,Aug,2012,0
Aya Nagar,Sep,2012,0
Aya Nagar,Oct,2012,0
Aya Nagar,Nov,2012,0
Aya Nagar,Dec,2012,0
Aya Nagar,Jan,2013,0
Aya Nagar,Feb,2013,0
Aya Nagar,Mar,2013,0
Aya Nagar,Apr,2013,0
Aya Nagar,May,2013,0
Aya Nagar,Jun,2013,0
Aya Nagar,Jul,2013,0
Aya Nagar,Aug,2013,0
Aya Nagar,Sep,2013,0
Aya Nagar,Oct,2013,0
Aya Nagar,Nov,2013,0
Aya Nagar,Dec,2013,0
Aya Nagar,Jan,2014,0
Aya Nagar,Feb,2014,0
Aya Nagar,Mar,2014,0
Aya Nagar,Apr,2014,0
Aya Nagar,May,2014,0
Aya Nagar,Jun,2014,0
Aya Nagar,Jul,2014,0
Aya Nagar,Aug,2014,0
Aya Nagar,Sep,2014,0
Aya Nagar,Oct,2014,0
Aya Nagar,Nov,2014,0
Aya Nagar,Dec,2014,0
Aya Nagar,Jan,2015,0
Aya Nagar,Feb,2015,0
Aya Nagar,Mar,2015,0
Aya Nagar,Apr,2015,0
Aya Nagar,May,2015,0
Aya Nagar,Jun,2015,0
Aya Nagar,Jul,2015,0
Aya Nagar,Aug,2015,0
Aya Nagar,Sep,2015,0
Aya Nagar,Oct,2015,0
Aya Nagar,Nov,2015,0
Aya Nagar,Dec,2015,0
Aya Nagar,Jan,2016,0
Aya Nagar,Feb,2016,0
Aya Nagar,Mar,2016,0
Aya Nagar,Apr,2016,0
Aya Nagar,May,2016,0
Aya Nagar,Jun,2016,0
Aya Nagar,Jul,2016,0
Aya Nagar,Aug,2016,0
Aya Nagar,Sep,2016,0
Aya Nagar,Oct,2016,0
Aya Nagar,Nov,2016,0
Aya Nagar,Dec,2016,0
Aya Nagar,Jan,2017,0
Aya Nagar,Feb,2017,0
Aya Nagar,Mar,2017,0
Aya Nagar,Apr,2017,0
Aya Nagar,May,2017,0
Aya Nagar,Jun,2017,0
Aya Nagar,Jul,2017,0
Aya Nagar,Aug,2017,0
Aya Nagar,Sep,2017,23
Aya Nagar,Oct,2017,31
Aya Nagar,Nov,2017,13
Aya Nagar,Dec,2017,0
North Campus,Jan,2011,0
North Campus,Feb,2011,0
North Campus,Mar,2011,0
North Campus,Apr,2011,0
North Campus,May,2011,0
North Campus,Jun,2011,0
North Campus,Jul,2011,0
North Campus,Aug,2011,0
North Campus,Sep,2011,0
North Campus,Oct,2011,0
North Campus,Nov,2011,0
North Campus,Dec,2011,0
North Campus,Jan,2012,0
North Campus,Feb,2012,0
North Campus,Mar,2012,0
North Campus,Apr,2012,0
North Campus,May,2012,0
North Campus,Jun,2012,0
North Campus,Jul,2012,0
North Campus,Aug,2012,0
North Campus,Sep,2012,0
North Campus,Oct,2012,0
North Campus,Nov,2012,0
North Campus,Dec,2012,0
North Campus,Jan,2013,0
North Campus,Feb,2013,0
North Campus,Mar,2013,0
North Campus,Apr,2013,0
North Campus,May,2013,0
North Campus,Jun,2013,0
North Campus,Jul,2013,0
North Campus,Aug,2013,0
North Campus,Sep,2013,0
North Campus,Oct,2013,0
North Campus,Nov,2013,0
North Campus,Dec,2013,0
North Campus,Jan,2014,0
North Campus,Feb,2014,0
North Campus,Mar,2014,0
North Campus,Apr,2014,0
North Campus,May,2014,0
North Campus,Jun,2014,0
North Campus,Jul,2014,0
North Campus,Aug,2014,0
North Campus,Sep,2014,0
North Campus,Oct,2014,0
North Campus,Nov,2014,0
North Campus,Dec,2014,0
North Campus,Jan,2015,0
North Campus,Feb,2015,0
North Campus,Mar,2015,0
North Campus,Apr,2015,0
North Campus,May,2015,0
North Campus,Jun,2015,0
North Campus,Jul,2015,0
North Campus,Aug,2015,0
North Campus,Sep,2015,0
North Campus,Oct,2015,0
North Campus,Nov,2015,0
North Campus,Dec,2015,0
North Campus,Jan,2016,0
North Campus,Feb,2016,0
North Campus,Mar,2016,0
North Campus,Apr,2016,0
North Campus,May,2016,0
North Campus,Jun,2016,0
North Campus,Jul,2016,0
North Campus,Aug,2016,0
North Campus,Sep,2016,0
North Campus,Oct,2016,0
North Campus,Nov,2016,0
North Campus,Dec,2016,0
North Campus,Jan,2017,0
North Campus,Feb,2017,0
North Campus,Mar,2017,0
North Campus,Apr,2017,0
North Campus,May,2017,0
North Campus,Jun,2017,0
North Campus,Jul,2017,0
North Campus,Aug,2017,0
North Campus,Sep,2017,25
North Campus,Oct,2017,31
North Campus,Nov,2017,13
North Campus,Dec,2017,0
IGI Airport Terminal-3,Jan,2011,0
IGI Airport Terminal-3,Feb,2011,0
IGI Airport Terminal-3,Mar,2011,0
IGI Airport Terminal-3,Apr,2011,0
IGI Airport Terminal-3,May,2011,0
IGI Airport Terminal-3,Jun,2011,0
IGI Airport Terminal-3,Jul,2011,0
IGI Airport Terminal-3,Aug,2011,0
IGI Airport Terminal-3,Sep,2011,0
IGI Airport Terminal-3,Oct,2011,0
IGI Airport Terminal-3,Nov,2011,0
IGI Airport Terminal-3,Dec,2011,0
IGI Airport Terminal-3,Jan,2012,0
IGI Airport Terminal-3,Feb,2012,0
IGI Airport Terminal-3,Mar,2012,0
IGI Airport Terminal-3,Apr,2012,0
IGI Airport Terminal-3,May,2012,0
IGI Airport Terminal-3,Jun,2012,0
IGI Airport Terminal-3,Jul,2012,0
IGI Airport Terminal-3,Aug,2012,0
IGI Airport Terminal-3,Sep,2012,0
IGI Airport Terminal-3,Oct,2012,0
IGI Airport Terminal-3,Nov,2012,0
IGI Airport Terminal-3,Dec,2012,0
IGI Airport Terminal-3,Jan,2013,0
IGI Airport Terminal-3,Feb,2013,0
IGI Airport Terminal-3,Mar,2013,0
IGI Airport Terminal-3,Apr,2013,0
IGI Airport Terminal-3,May,2013,0
IGI Airport Terminal-3,Jun,2013,0
IGI Airport Terminal-3,Jul,2013,0
IGI Airport Terminal-3,Aug,2013,0
IGI Airport Terminal-3,Sep,2013,0
IGI Airport Terminal-3,Oct,2013,0
IGI Airport Terminal-3,Nov,2013,0
IGI Airport Terminal-3,Dec,2013,0
IGI Airport Terminal-3,Jan,2014,0
IGI Airport Terminal-3,Feb,2014,0
IGI Airport Terminal-3,Mar,2014,0
IGI Airport Terminal-3,Apr,2014,0
IGI Airport Terminal-3,May,2014,0
IGI Airport Terminal-3,Jun,2014,0
IGI Airport Terminal-3,Jul,2014,0
IGI Airport Terminal-3,Aug,2014,0
IGI Airport Terminal-3,Sep,2014,0
IGI Airport Terminal-3,Oct,2014,0
IGI Airport Terminal-3,Nov,2014,0
IGI Airport Terminal-3,Dec,2014,0
IGI Airport Terminal-3,Jan,2015,0
IGI Airport Terminal-3,Feb,2015,0
IGI Airport Terminal-3,Mar,2015,0
IGI Airport Terminal-3,Apr,2015,0
IGI Airport Terminal-3,May,2015,0
IGI Airport Terminal-3,Jun,2015,0
IGI Airport Terminal-3,Jul,2015,0
IGI Airport Terminal-3,Aug,2015,0
IGI Airport Terminal-3,Sep,2015,0
IGI Airport Terminal-3,Oct,2015,0
IGI Airport Terminal-3,Nov,2015,0
IGI Airport Terminal-3,Dec,2015,0
IGI Airport Terminal-3,Jan,2016,0
IGI Airport Terminal-3,Feb,2016,0
IGI Airport Terminal-3,Mar,2016,0
IGI Airport Terminal-3,Apr,2016,0
IGI Airport Terminal-3,May,2016,0
IGI Airport Terminal-3,Jun,2016,0
IGI Airport Terminal-3,Jul,2016,0
IGI Airport Terminal-3,Aug,2016,0
IGI Airport Terminal-3,Sep,2016,0
IGI Airport Terminal-3,Oct,2016,0
IGI Airport Terminal-3,Nov,2016,0
IGI Airport Terminal-3,Dec,2016,0
IGI Airport Terminal-3,Jan,2017,0
IGI Airport Terminal-3,Feb,2017,0
IGI Airport Terminal-3,Mar,2017,0
IGI Airport Terminal-3,Apr,2017,0
IGI Airport Terminal-3,May,2017,0
IGI Airport Terminal-3,Jun,2017,0
IGI Airport Terminal-3,Jul,2017,0
IGI Airport Terminal-3,Aug,2017,0
IGI Airport Terminal-3,Sep,2017,22
IGI Airport Terminal-3,Oct,2017,31
IGI Airport Terminal-3,Nov,2017,10
IGI Airport Terminal-3,Dec,2017,0
Burari Crossing,Jan,2011,0
Burari Crossing,Feb,2011,0
Burari Crossing,Mar,2011,0
Burari Crossing,Apr,2011,0
Burari Crossing,May,2011,0
Burari Crossing,Jun,2011,0
Burari Crossing,Jul,2011,0
Burari Crossing,Aug,2011,0
Burari Crossing,Sep,2011,0
Burari Crossing,Oct,2011,0
Burari Crossing,Nov,2011,0
Burari Crossing,Dec,2011,0
Burari Crossing,Jan,2012,0
Burari Crossing,Feb,2012,0
Burari Crossing,Mar,2012,0
Burari Crossing,Apr,2012,0
Burari Crossing,May,2012,0
Burari Crossing,Jun,2012,0
Burari Crossing,Jul,2012,0
Burari Crossing,Aug,2012,0
Burari Crossing,Sep,2012,0
Burari Crossing,Oct,2012,0
Burari Crossing,Nov,2012,0
Burari Crossing,Dec,2012,0
Burari Crossing,Jan,2013,0
Burari Crossing,Feb,2013,0
Burari Crossing,Mar,2013,0
Burari Crossing,Apr,2013,0
Burari Crossing,May,2013,0
Burari Crossing,Jun,2013,0
Burari Crossing,Jul,2013,0
Burari Crossing,Aug,2013,0
Burari Crossing,Sep,2013,0
Burari Crossing,Oct,2013,0
Burari Crossing,Nov,2013,0
Burari Crossing,Dec,2013,0
Burari Crossing,Jan,2014,0
Burari Crossing,Feb,2014,0
Burari Crossing,Mar,2014,0
Burari Crossing,Apr,2014,0
Burari Crossing,May,2014,0
Burari Crossing,Jun,2014,0
Burari Crossing,Jul,2014,0
Burari Crossing,Aug,2014,0
Burari Crossing,Sep,2014,0
Burari Crossing,Oct,2014,0
Burari Crossing,Nov,2014,0
Burari Crossing,Dec,2014,0
Burari Crossing,Jan,2015,0
Burari Crossing,Feb,2015,0
Burari Crossing,Mar,2015,0
Burari Crossing,Apr,2015,0
Burari Crossing,May,2015,0
Burari Crossing,Jun,2015,0
Burari Crossing,Jul,2015,0
Burari Crossing,Aug,2015,0
Burari Crossing,Sep,2015,0
Burari Crossing,Oct,2015,0
Burari Crossing,Nov,2015,0
Burari Crossing,Dec,2015,0
Burari Crossing,Jan,2016,0
Burari Crossing,Feb,2016,0
Burari Crossing,Mar,2016,0
Burari Crossing,Apr,2016,0
Burari Crossing,May,2016,0
Burari Crossing,Jun,2016,0
Burari Crossing,Jul,2016,0
Burari Crossing,Aug,2016,0
Burari Crossing,Sep,2016,0
Burari Crossing,Oct,2016,0
Burari Crossing,Nov,2016,0
Burari Crossing,Dec,2016,0
Burari Crossing,Jan,2017,0
Burari Crossing,Feb,2017,0
Burari Crossing,Mar,2017,0
Burari Crossing,Apr,2017,0
Burari Crossing,May,2017,0
Burari Crossing,Jun,2017,0
Burari Crossing,Jul,2017,0
Burari Crossing,Aug,2017,0
Burari Crossing,Sep,2017,21
Burari Crossing,Oct,2017,31
Burari Crossing,Nov,2017,13
Burari Crossing,Dec,2017,0
Pusa MD,Jan,2011,0
Pusa MD,Feb,2011,0
Pusa MD,Mar,2011,0
Pusa MD,Apr,2011,0
Pusa MD,May,2011,0
Pusa MD,Jun,2011,0
Pusa MD,Jul,2011,0
Pusa MD,Aug,2011,0
Pusa MD,Sep,2011,0
Pusa MD,Oct,2011,0
Pusa MD,Nov,2011,0
Pusa MD,Dec,2011,0
Pusa MD,Jan,2012,0
Pusa MD,Feb,2012,0
Pusa MD,Mar,2012,0
Pusa MD,Apr,2012,0
Pusa MD,May,2012,0
Pusa MD,Jun,2012,0
Pusa MD,Jul,2012,0
Pusa MD,Aug,2012,0
Pusa MD,Sep,2012,0
Pusa MD,Oct,2012,0
Pusa MD,Nov,2012,0
Pusa MD,Dec,2012,0
Pusa MD,Jan,2013,0
Pusa MD,Feb,2013,0
Pusa MD,Mar,2013,0
Pusa MD,Apr,2013,0
Pusa MD,May,2013,0
Pusa MD,Jun,2013,0
Pusa MD,Jul,2013,0
Pusa MD,Aug,2013,0
Pusa MD,Sep,2013,0
Pusa MD,Oct,2013,0
Pusa MD,Nov,2013,0
Pusa MD,Dec,2013,0
Pusa MD,Jan,2014,0
Pusa MD,Feb,2014,0
Pusa MD,Mar,2014,0
Pusa MD,Apr,2014,0
Pusa MD,May,2014,0
Pusa MD,Jun,2014,0
Pusa MD,Jul,2014,0
Pusa MD,Aug,2014,0
Pusa MD,Sep,2014,0
Pusa MD,Oct,2014,0
Pusa MD,Nov,2014,0
Pusa MD,Dec,2014,0
Pusa MD,Jan,2015,0
Pusa MD,Feb,2015,0
Pusa MD,Mar,2015,0
Pusa MD,Apr,2015,0
Pusa MD,May,2015,0
Pusa MD,Jun,2015,0
Pusa MD,Jul,2015,0
Pusa MD,Aug,2015,0
Pusa MD,Sep,2015,0
Pusa MD,Oct,2015,0
Pusa MD,Nov,2015,0
Pusa MD,Dec,2015,0
Pusa MD,Jan,2016,0
Pusa MD,Feb,2016,0
Pusa MD,Mar,2016,0
Pusa MD,Apr,2016,0
Pusa MD,May,2016,0
Pusa MD,Jun,2016,0
Pusa MD,Jul,2016,0
Pusa MD,Aug,2016,0
Pusa MD,Sep,2016,0
Pusa MD,Oct,2016,0
Pusa MD,Nov,2016,0
Pusa MD,Dec,2016,0
Pusa MD,Jan,2017,0
Pusa MD,Feb,2017,0
Pusa MD,Mar,2017,0
Pusa MD,Apr,2017,0
Pusa MD,May,2017,0
Pusa MD,Jun,2017,0
Pusa MD,Jul,2017,0
Pusa MD,Aug,2017,0
Pusa MD,Sep,2017,0
Pusa MD,Oct,2017,1
Pusa MD,Nov,2017,8
Pusa MD,Dec,2017,0